恒基中心,东城,1室1厅,83.29,其他,中楼层,1997年建板塔结合,南,房屋满五年-近地铁
灯市口西街,东城,2室1厅,61.37,精装,低楼层,1989年建板楼,南 北,房屋满五年-近地铁
王家园胡同,东城,2室1厅,73.38,精装,高楼层,1998年建板楼,南 北,房屋满五年
广渠家园,东城,2室1厅,68.21,精装,高楼层,2009年建塔楼,东,房屋满五年-近地铁
保利蔷薇,东城,2室1厅,98.54,简装,中楼层,2008年建板塔结合,南 北,房屋满五年-近地铁
灯市口大街,东城,1室1厅,50.35,简装,中楼层,1990年建板楼,南 北,房屋满五年-近地铁
海运仓小区,东城,1室1厅,60.54,其他,中楼层,2002年建板楼,西,房屋满五年-近地铁
定安里,东城,2室1厅,46.43,简装,高楼层,1983年建板楼,东 南 北,无标签
广渠家园,东城,2室2厅,71.54,简装,高楼层,2009年建板塔结合,西,房屋满五年-近地铁
兴隆都市馨园,东城,2室1厅,73.91,精装,低楼层,2004年建板楼,南 北,房屋满五年-近地铁
铂晶豪庭,东城,5房间2卫,141.49,精装,低楼层,2011年建塔楼,西北,房屋满五年-近地铁
宝珠子胡同,东城,3室1厅,77.83,精装,顶层,板楼,东 西,无标签
冠城名敦道A区,东城,2室1厅,85.03,精装,顶层,2009年建塔楼,北,房屋满五年-近地铁
朝阳门南小街,东城,2室1厅,75.59,精装,中楼层,2004年建板塔结合,南 北,房屋满两年-近地铁
和平里六区,东城,3室1厅,119.61,简装,低楼层,板塔结合,南 北,房屋满五年-近地铁
和平里三区,东城,1室1厅,40.57,精装,高楼层,1996年建板楼,东南,房屋满五年-近地铁
土儿胡同,东城,3室1厅,83.61,精装,高楼层,2003年建板楼,南 北 西,房屋满五年-近地铁
新中西里,东城,1室1厅,38.46,精装,中楼层,1985年建板楼,南,房屋满两年-近地铁
西革新里110号院,东城,1室1厅,42.03,毛坯,中楼层,1993年建板楼,南,房屋满两年-近地铁
富贵园二区,东城,2室1厅,76.41,简装,中楼层,2003年建塔楼,东南,近地铁
新景家园东区,东城,2室1厅,78.14,精装,高楼层,2005年建板楼,南 北,房屋满五年-近地铁
朝阳门南小街,东城,1室1厅,63.76,精装,高楼层,2004年建板楼,西北,房屋满五年-近地铁
大方家胡同,东城,2室1厅,76.36,精装,中楼层,2003年建板楼,南 北,房屋满五年-近地铁
甘雨胡同,东城,1室1厅,45.01,其他,低楼层,1988年建板楼,南,房屋满五年-近地铁
广渠家园,东城,2室1厅,71.54,简装,高楼层,2009年建板塔结合,东,房屋满五年-近地铁
法华南里,东城,1室1厅,48.46,简装,顶层,1994年建板楼,东,近地铁
和平里三区,东城,2室1厅,58.31,简装,中楼层,1996年建板楼,南 北,房屋满五年-近地铁
华龙美晟,东城,2室1厅,90.52,精装,低楼层,2009年建板塔结合,西,无标签
东中街,东城,1室1厅,48.14,简装,中楼层,1988年建板楼,南,房屋满五年-近地铁
雍和家园一期,东城,2室2厅,110.97,简装,中楼层,板塔结合,西南,房屋满五年-近地铁
东花市北里中区,东城,2室1厅,55.91,其他,高楼层,1994年建板楼,南 北,无标签
元嘉国际公寓,东城,1室0厅,56.03,简装,中楼层,2003年建塔楼,东,房屋满五年
东四北大街,东城,1室1厅,42.29,简装,中楼层,1992年建塔楼,东 西,近地铁
海运仓小区,东城,1室1厅,60.54,精装,中楼层,2002年建板楼,西,房屋满两年-近地铁
和平新城一期,东城,1室1厅,63.29,简装,中楼层,2003年建板塔结合,西,房屋满五年-近地铁
香河园街,东城,1室1厅,43.64,简装,顶层,1990年建塔楼,东,房屋满五年-近地铁
国瑞城东区,东城,2室1厅,68.92,精装,中楼层,2006年建塔楼,西,房屋满五年
安德路47号院,东城,2室1厅,57.9,精装,高楼层,1990年建板楼,南 北,房屋满五年-近地铁
元嘉国际公寓,东城,1室0厅,47.24,简装,高楼层,2003年建塔楼,西,房屋满两年
新奥洋房,东城,1室1厅,42.91,其他,中楼层,2006年建塔楼,东,房屋满五年
东花市北里中区,东城,3室1厅,82.91,简装,底层,1990年建塔楼,东南 北,房屋满五年
海运仓小区,东城,1室1厅,47.87,精装,中楼层,2003年建板楼,南,房屋满五年-近地铁
南岗子,东城,2室1厅,57.87,其他,顶层,1988年建板楼,南 北,近地铁
法华南里,东城,2室1厅,74.34,精装,地下室,1993年建板楼,南 北,房屋满五年-近地铁
安外西河沿,东城,3室1厅,71.25,简装,顶层,板楼,南 北,近地铁
崇文门西大街,东城,3室1厅,68.96,精装,低楼层,1979年建板楼,南 西 北,房屋满五年
