建国门北大街5号,东城,整租,7800,68.00,1室1厅,东城-建国门内-建国门北大街5号,南,近地铁-集中供暖
夕照寺西里,东城,整租,5800,44.02,2室0厅,东城-广渠门-夕照寺西里,南,官方核验-近地铁-精装-集中供暖
兴隆都市馨园,东城,整租,6500,53.00,1室1厅,东城-崇文门-兴隆都市馨园,南,官方核验-业主自荐-新上-近地铁-随时看房
金鱼池中区,东城,整租,9000,86.82,3室1厅,东城-天坛-金鱼池中区,东/西,官方核验-精装
本家润园C区,东城,整租,5600,46.60,1室1厅,东城-东花市-本家润园C区,北,官方核验-近地铁-集中供暖
小黄庄一区,东城,整租,38000,237.70,4室2厅,东城-安贞-小黄庄一区,复式,官方核验-近地铁-精装-集中供暖
本家润园C区,东城,整租,10200,88.18,2室1厅,东城-东花市-本家润园C区,南,近地铁-精装-集中供暖-随时看房
龙潭北里,东城,整租,8000,60.00,3室1厅,东城-左安门-龙潭北里,南/北,精装-集中供暖-随时看房
华府景园,东城,整租,13500,98.91,2室2厅,东城-安定门-华府景园,西,近地铁-精装-集中供暖-双卫生间
和平里三区,东城,整租,5000,40.57,1室1厅,东城-和平里-和平里三区,西南,近地铁-集中供暖-随时看房
前门前酒店公寓,东城,整租,4500,50.00,1房间,东城-天坛-前门前酒店公寓,南,近地铁-精装-集中供暖-随时看房
海晟名苑北区,东城,整租,6600,47.00,1室0厅,东城-工体-海晟名苑北区,西,近地铁-集中供暖-随时看房
北新仓胡同,东城,整租,12300,83.88,3室1厅,东城-东直门-北新仓胡同,南/北,近地铁-集中供暖-双卫生间-随时看房
东直门外小街8号院,东城,整租,5800,52.00,1室1厅,东城-东直门-东直门外小街8号院,东/西,官方核验-集中供暖-随时看房
体育馆路,东城,整租,6900,56.51,2室1厅,东城-左安门-体育馆路,南/北,近地铁-集中供暖-随时看房
车辇店胡同,东城,整租,8800,65.06,2室1厅,东城-安定门-车辇店胡同,南/西/北,近地铁-集中供暖-随时看房
沙滩南巷,东城,整租,8000,54.26,2室1厅,东城-灯市口-沙滩南巷,南/北,近地铁-集中供暖-随时看房
东环居苑,东城,整租,3950,64.05,1室1厅,东城-广渠门-东环居苑,西南,新上-近地铁-精装-集中供暖-随时看房
南锣鼓巷,东城,整租,7500,54.00,2室1厅,东城-地安门-南锣鼓巷,东/南,精装-随时看房
左安浦园,东城,整租,5800,62.19,1室1厅,东城-左安门-左安浦园,南,官方核验-近地铁-精装
甘雨胡同,东城,整租,9500,50.00,1室1厅,东城-灯市口-甘雨胡同,南,官方核验-业主自荐-近地铁-精装-集中供暖
新景家园西区,东城,整租,7500,80.79,2室1厅,东城-崇文门-新景家园西区,南/北,近地铁-精装-随时看房
金鱼池中区,东城,整租,13500,127.59,4室2厅,东城-天坛-金鱼池中区,南/北,官方核验-双卫生间-随时看房
花市枣苑三期,东城,整租,7000,50.00,1室0厅,东城-东花市-花市枣苑三期,北,近地铁-精装-随时看房
左安浦园,东城,整租,5800,62.19,1室1厅,东城-左安门-左安浦园,南,官方核验-近地铁-精装
甘雨胡同,东城,整租,9500,50.00,1室1厅,东城-灯市口-甘雨胡同,南,官方核验-业主自荐-近地铁-精装-集中供暖
新景家园西区,东城,整租,7500,80.79,2室1厅,东城-崇文门-新景家园西区,南/北,近地铁-精装-随时看房
东方财富,东城,整租,5300,44.82,1室0厅,东城-广渠门-东方财富,西,近地铁-精装-集中供暖-随时看房
胡家园小区,东城,整租,5500,38.00,1室1厅,东城-东直门-胡家园小区,东/南,新上-精装-集中供暖-随时看房
六铺炕,东城,整租,9800,73.51,2室1厅,东城-安定门-六铺炕,南,近地铁-集中供暖-随时看房
金世纪嘉园,东城,整租,8500,87.54,2室1厅,东城-广渠门-金世纪嘉园,南,精装-集中供暖-随时看房
大羊宜宾胡同35号院,东城,整租,7500,57.77,2室1厅,东城-建国门内-大羊宜宾胡同35号院,南/北,精装-集中供暖
东直门南大街,东城,整租,6800,60.00,2室1厅,东城-东直门-东直门南大街,北,近地铁-精装-集中供暖
宝钞苑,东城,整租,23500,196.80,3室2厅,东城-安定门-宝钞苑,东/西,官方核验-近地铁-精装-集中供暖-双卫生间
北新仓胡同,东城,整租,12100,93.00,4室1厅,东城-东直门-北新仓胡同,南/北,近地铁-精装-集中供暖-双卫生间-随时看房
南月牙胡同,东城,整租,4400,40.00,1室1厅,东城-东四-南月牙胡同,东/北,近地铁
天天家园,东城,整租,9000,112.00,2室1厅,东城-永定门-天天家园,东北,官方核验-新上-近地铁-精装-随时看房
三秀涵雅,东城,整租,10100,90.00,2室1厅,东城-安定门-三秀涵雅,东南,近地铁-随时看房
胡家园小区,东城,整租,6000,42.66,1室1厅,东城-东直门-胡家园小区,南,近地铁-精装-集中供暖-随时看房
和平里七区,东城,整租,6800,79.00,3室1厅,东城-和平里-和平里七区,东/西,近地铁-集中供暖
和平里三区,东城,整租,4000,40.57,1室1厅,东城-和平里-和平里三区,西南,近地铁-集中供暖-随时看房
瑞士公寓,东城,整租,23000,122.00,2室1厅,东城-朝阳门外-瑞士公寓,北,官方核验-精装-集中供暖-双卫生间
建予园,东城,整租,8500,94.04,2室1厅,东城-永定门-建予园,西南,官方核验-近地铁-精装-集中供暖-随时看房
东花市北里西区,东城,整租,13500,145.00,2室2厅,东城-东花市-东花市北里西区,南/北,近地铁-精装-集中供暖-双卫生间-随时看房
广渠家园,东城,整租,5200,63.00,2室1厅,东城-广渠门-广渠家园,北,官方核验-近地铁-精装-集中供暖
自由季,东城,整租,5000,43.00,1房间,东城-广渠门-自由季,西,官方核验-近地铁-集中供暖
永定门东街西里,东城,整租,5200,53.00,2室1厅,东城-天坛-永定门东街西里,南,官方核验-新上-集中供暖
沙滩北街甲2号院,东城,整租,25000,145.00,5室1厅,东城-东四-沙滩北街甲2号院,南/北,近地铁-精装-集中供暖-双卫生间
安外东河沿,东城,整租,6500,39.68,1室1厅,东城-安定门-安外东河沿,南,官方核验-精装-集中供暖
华龙美晟,东城,整租,8200,98.00,2室2厅,东城-永定门-华龙美晟,南,近地铁-精装
安德路55号院,东城,整租,5000,41.11,1室1厅,东城-安定门-安德路55号院,南,近地铁-集中供暖-随时看房
土儿胡同,东城,整租,12000,71.70,2室1厅,东城-交道口-土儿胡同,西/北,官方核验-集中供暖-随时看房
花市枣苑一期,东城,整租,15500,135.72,3室2厅,东城-东花市-花市枣苑一期,西/北,精装-双卫生间-随时看房
东黄城根北街40号院,东城,整租,6200,43.45,1室1厅,东城-东四-东黄城根北街40号院,东,近地铁-精装-集中供暖-随时看房
韶九胡同15号院,东城,整租,14500,92.70,3室1厅,东城-灯市口-韶九胡同15号院,东/西,近地铁-集中供暖
小羊宜宾胡同,东城,整租,6200,44.00,1室1厅,东城-建国门内-小羊宜宾胡同,南/北,近地铁-精装-集中供暖-随时看房
安德路55号院,东城,整租,5000,41.11,1室1厅,东城-安定门-安德路55号院,南,近地铁-集中供暖-随时看房
富贵园四区,东城,整租,7500,56.00,1室1厅,东城-东花市-富贵园四区,西,近地铁-精装-集中供暖-随时看房
绿景苑,东城,整租,5600,46.00,1室1厅,东城-广渠门-绿景苑,南,精装-集中供暖
东交民巷32号院,东城,整租,6800,49.14,2室1厅,东城-前门-东交民巷32号院,东,近地铁-集中供暖-随时看房
北京INN,东城,整租,18000,94.05,2房间,东城-朝阳门内-北京INN,南,近地铁-精装-集中供暖-随时看房
阳光都市,东城,整租,10800,80.00,1室1厅,东城-工体-阳光都市,西,近地铁-精装-集中供暖
朝阳门内大街,东城,整租,6000,44.85,1室1厅,东城-朝阳门内-朝阳门内大街,南/北,集中供暖-随时看房
鸿安国际大厦,东城,整租,33000,242.00,4室1厅,东城-金宝街-鸿安国际大厦,东/西,精装-集中供暖-随时看房
东花市北里东区,东城,整租,9300,76.19,2室1厅,东城-东花市-东花市北里东区,南/北,精装-集中供暖-随时看房
东方银座,东城,整租,18000,138.64,3室1厅,东城-东直门-东方银座,复式,近地铁-精装-集中供暖-双卫生间-随时看房
海晟名苑北区,东城,整租,10500,68.09,1室1厅,东城-工体-海晟名苑北区,东,近地铁-精装-集中供暖
东外公馆,东城,整租,6600,45.81,1室0厅,东城-工体-东外公馆,南,近地铁-精装-集中供暖
海晟名苑北区,东城,整租,16000,95.78,1室1厅,东城-工体-海晟名苑北区,西,近地铁-精装-集中供暖
和平里七区,东城,整租,5600,41.00,1室1厅,东城-和平里-和平里七区,东/南,精装-集中供暖-随时看房
后永康一巷,东城,整租,98000,201.90,9室1厅,东城-东直门-后永康一巷,南/北,近地铁-随时看房
兴隆都市馨园,东城,整租,12500,105.20,3室2厅,东城-崇文门-兴隆都市馨园,复式,近地铁-精装-双卫生间-随时看房
潘家坡胡同4号院,东城,整租,7000,43.00,1室1厅,东城-朝阳门外-潘家坡胡同4号院,南,近地铁-集中供暖
朝阳门内大街,东城,整租,7600,49.72,1室1厅,东城-朝阳门内-朝阳门内大街,东,近地铁-精装-集中供暖-随时看房
太华公寓,东城,整租,24000,233.00,3室2厅,东城-崇文门-太华公寓,东南,近地铁-精装-集中供暖-双卫生间
建国门内大街,东城,整租,15000,93.58,2室1厅,东城-建国门外-建国门内大街,南/北,精装-集中供暖
前门前,东城,整租,6200,64.67,1房间,东城-天坛-前门前,南,集中供暖-随时看房
前门前酒店公寓,东城,整租,5200,48.00,1房间,东城-天坛-前门前酒店公寓,东北,近地铁-精装-集中供暖-随时看房
新景家园东区,东城,整租,13200,121.56,2室1厅,东城-崇文门-新景家园东区,东南/南,近地铁-精装-集中供暖-双卫生间
金桥国际,东城,整租,8200,74.00,1室1厅,东城-广渠门-金桥国际,南,近地铁-精装-集中供暖
和平里中街3号院,东城,整租,10500,88.00,2室1厅,东城-和平里-和平里中街3号院,西北,近地铁-精装-集中供暖-随时看房
金鱼池东区,东城,整租,13500,126.21,3室2厅,东城-天坛-金鱼池东区,东/南/北,近地铁-精装-双卫生间
广渠家园,东城,整租,7000,68.21,2室1厅,东城-广渠门-广渠家园,东,近地铁-精装-集中供暖-随时看房
南弓匠营胡同,东城,整租,13400,85.00,3室1厅,东城-朝阳门内-南弓匠营胡同,南/北,近地铁-精装-集中供暖-随时看房
雍和家园一期,东城,整租,15500,97.11,2室1厅,东城-和平里-雍和家园一期,东南,近地铁-精装-集中供暖
察慈小区,东城,整租,7300,49.33,1室1厅,东城-东直门-察慈小区,南,官方核验-近地铁-精装-集中供暖-随时看房
东方财富,东城,整租,5100,44.82,1室1厅,东城-广渠门-东方财富,东,近地铁-精装-集中供暖-随时看房
龙潭西里,东城,整租,5900,43.48,1室1厅,东城-左安门-龙潭西里,东/北,官方核验-近地铁-精装
体育馆路,东城,整租,5800,59.77,2室1厅,东城-左安门-体育馆路,南/北,近地铁-集中供暖-随时看房
培新街乙5号院,东城,整租,8400,83.64,2室1厅,东城-广渠门-培新街乙5号院,西北,官方核验-近地铁-集中供暖
水上华城,东城,整租,18500,179.22,3室2厅,东城-广渠门-水上华城,东,精装-集中供暖-双卫生间
新景家园西区,东城,整租,11500,93.00,2室1厅,东城-崇文门-新景家园西区,东,近地铁-集中供暖
沙滩南巷,东城,整租,8700,54.00,2室1厅,东城-灯市口-沙滩南巷,南/北,近地铁-集中供暖-随时看房
海晟名苑北区,东城,整租,7700,47.59,1室0厅,东城-工体-海晟名苑北区,东,近地铁-精装-集中供暖-随时看房
建国门北大街5号,东城,整租,20000,146.08,3室1厅,东城-建国门内-建国门北大街5号,东南,近地铁-精装-集中供暖-双卫生间
华人一品大厦,东城,整租,4850,18.00,2房间,东城-东四-华人一品大厦,南,近地铁-精装-集中供暖
自由季,东城,整租,5300,56.00,2房间,东城-广渠门-自由季,西,近地铁-精装-集中供暖-随时看房
太华公寓,东城,整租,17000,151.00,2室1厅,东城-崇文门-太华公寓,南,近地铁-精装-集中供暖-双卫生间
冠城名敦道A区,东城,整租,10050,84.88,1室1厅,东城-广渠门-冠城名敦道A区,南/西,精装-集中供暖-随时看房
