lng,lat,type
116.352874,40.015323,3
116.461577,39.926463,3
116.10842,39.894721,41
116.343654,39.897598,4
116.461471,39.940272,41
116.556916,39.737323,3433
116.504142,40.004202,5
116.333729,39.723126,4
116.308397,39.781916,2431
116.629745,40.117503,41
116.443454,39.726258,78
116.253806,39.947051,41
116.321012,39.734673,4
116.416884,40.064113,3
116.436506,40.037305,2411
116.156089,39.924025,41
116.561153,39.96075,4
116.433891,39.943065,41
116.461715,39.947562,50052
116.446896,39.804565,4
116.616719,40.128802,2424
116.50967,39.90832,3198
116.344878,39.921599,3
116.515356,39.816081,41
116.399817,40.022524,41
116.207312,40.223505,41
116.348799,40.065707,41
116.517475,39.924555,2357
116.68627,39.84307,41
116.284422,39.858851,3400
116.361657,40.066723,78
116.419867,39.906539,41
116.29647,39.921267,41
116.189513,39.889865,41
116.60961,39.763835,3
116.438567,39.959763,3433
116.310462,39.900474,41
116.466826,39.973536,3400
116.438321,39.819162,2357
116.434852,39.921946,3
116.548087,39.864626,3
116.299682,40.218962,41
116.417735,39.918908,2357
116.505649,39.922593,4
116.793769,40.067199,41
116.438842,39.942034,3
116.211204,39.890319,2546
116.328249,39.900409,4
116.589339,40.065219,3400
116.592795,39.821319,41
116.496404,39.995543,4
116.614678,40.167106,1952
116.484527,40.009044,2338
116.561514,39.909175,41
116.315998,39.666961,78
116.355673,39.93444,41
116.294962,39.890653,4
116.435569,39.870772,3
116.353743,40.023154,3
116.103012,39.88541,5
116.5481,39.862055,2357
116.485173,39.801164,2357
116.290855,39.831526,41
116.438958,39.9833,5
116.521163,39.740035,41
116.460684,39.857754,2424
116.708019,40.126708,5
116.479664,39.908467,4
116.482795,40.05839,41
116.380835,39.831522,5
116.356792,39.981727,3246
116.509357,39.938224,41
116.353438,39.97663,41
116.500396,39.907909,5
116.442858,39.902037,41
116.355823,39.929447,5
116.671401,39.840804,3
116.795005,39.77999,41
116.347453,39.794622,1952
116.511298,39.815657,3
116.385629,39.948659,5
116.461554,39.918189,41
116.392654,40.022547,3
116.421417,39.857356,3
116.453414,40.010013,41
116.467612,39.835417,41
116.552642,39.823195,41
116.434882,39.905162,41
116.351462,40.027686,41
116.490257,39.922762,3
116.595221,39.954109,3
116.146751,40.070792,41
116.721267,40.83435,3
117.16809,40.502757,41
116.482459,40.057796,3
116.390617,39.839173,4
116.522986,40.015515,4
116.612887,40.053427,4
116.300635,39.984977,3
116.376456,39.761172,41
116.329001,39.901451,4
116.306609,39.961474,41
116.325392,39.62358,41
116.636682,40.034562,2354
116.457855,39.906601,2354
116.921727,40.276323,4
116.659193,39.74058,2431
116.445598,39.92233,41
116.512794,39.83797,2431
116.357795,39.986907,41
116.462874,40.008543,41
116.629157,39.889371,4
116.348448,39.928109,4
116.660964,39.86336,41
116.4616,39.938727,41
116.309965,39.967591,1952
116.289255,39.924033,5
116.478133,39.911738,3
116.2623,39.86684,41
116.547791,39.913305,4
116.681313,40.119508,4
116.726057,39.819174,4
116.612693,39.858649,2354
116.266068,39.886793,2411
116.619574,39.855288,41
116.43475,39.933376,5
116.168815,40.233547,2338
116.570371,40.007156,4
116.477154,39.841533,2424
116.308324,40.176248,2431
116.263892,40.080539,41
116.309332,39.928146,4
116.454131,39.924883,3
116.559371,39.868663,41
116.548904,39.876369,3
116.489722,39.941928,41
116.429601,40.001318,4
116.168217,40.198962,2431
116.211905,39.921393,41
116.577667,39.711227,41
116.473372,40.015064,3384
116.473266,39.968967,2357
116.500632,39.999399,3
116.461501,39.935585,3
116.642484,39.806193,3433
116.747496,40.086909,2578
116.171286,39.752547,41
116.542144,39.938457,3
116.447788,39.995103,4
116.660209,40.137481,41
116.039748,40.332381,41
116.211649,39.835915,4
116.433547,40.051547,41
116.271323,40.033838,41
116.550528,39.915198,41
116.408896,40.023254,41
116.538832,40.023372,4
116.647056,39.922386,41
116.355094,39.941775,3
116.485069,39.787777,3
116.430282,39.941119,3
116.483087,39.970989,5
116.450767,40.017878,41
116.489617,39.980652,4
116.09545,39.721041,41
116.717856,39.987498,41
116.493151,40.02243,78
116.442489,39.97599,2338
116.568221,39.730162,41
116.478675,39.728926,41
116.43711,39.819083,3
116.210181,39.871051,41
116.3105,39.912112,41
116.265827,39.85826,5
116.47412,39.728033,41
116.605474,39.953323,2357
116.354644,40.220545,3
116.461379,39.888186,3
116.418944,39.896945,41
116.420224,39.793202,2357
116.669539,40.130268,41
116.29037,39.927208,4
116.422034,39.824564,3
116.486587,39.57521,50052
116.31581,40.038054,3
116.398934,40.164147,5
116.356069,39.909486,2354
116.841197,40.374621,4
116.2946,39.50411,41
116.449887,39.893554,3
116.706678,40.326088,4
116.627573,40.042956,4
116.28443,40.109531,3
116.390697,39.907298,5
116.40904,39.959066,4
116.380284,39.966617,2354
116.489775,39.942199,41
116.429008,39.907836,3
116.454268,39.95156,41
116.4981,39.620312,4
116.324561,39.947341,3
116.473615,39.910154,4
116.496517,40.002968,2431
116.451338,40.003519,2354
116.213141,39.941955,3
116.334297,39.964766,2417
116.417685,39.917536,41
116.21829,40.152549,5
116.364482,39.865868,5
116.821471,40.161105,3
116.481711,39.781233,3
116.414519,39.910556,41
115.948214,40.50787,3433
116.285819,39.514083,41
116.183987,39.924399,5
116.347792,39.932555,41
116.461793,39.91012,2354
116.545597,40.025732,2357
116.708373,39.877779,3
116.548202,39.915789,41
116.615911,40.054539,3198
116.374404,39.888049,3
116.225287,39.845996,3
116.560854,40.127306,3433
116.916114,40.200705,1952
116.295447,39.94744,41
116.431037,39.900767,41
116.34893,39.888522,41
116.342156,39.785588,4
116.542395,39.935218,41
116.418639,39.959975,41
116.391269,39.851474,4
116.659415,39.716773,41
116.542795,39.928302,41
116.490912,40.189353,41
116.200292,39.677401,5
116.363074,39.899421,41
116.408782,39.710605,41
116.699126,39.63193,41
116.58805,39.795371,3
116.268088,40.083323,3
116.291937,40.014079,41
116.200393,39.9436,5
116.636389,39.885104,41
116.970853,40.292326,5
116.461005,39.953368,41
116.60702,40.026446,2357
116.422404,39.83345,3
116.515487,39.922988,5
116.512427,40.011462,41
116.471557,39.923109,3
116.6472,40.183211,41
116.288345,40.007495,41
116.426861,39.911983,5
116.382142,39.868177,4
116.348485,39.710654,2431
116.352177,40.014619,4
116.503599,39.763213,5
117.033931,40.217076,4
116.355694,39.935583,2354
116.361029,40.013743,3
116.266051,39.924171,41
116.485591,40.208252,4
116.430106,39.794028,3
116.332953,40.041361,41
116.450483,39.947367,3
116.490713,39.556605,41
116.69109,39.791129,4
116.135795,40.250617,41
116.407332,39.968943,3433
116.286131,39.840999,3
116.413955,40.116737,41
116.436889,39.90021,41
116.606954,39.786563,3433
116.095427,39.721282,41
116.334581,39.902537,5
116.373427,40.081732,41
116.328045,39.667189,2357
116.608528,40.139445,5
116.502561,40.006349,5
116.461142,39.952792,3
116.389701,39.948744,41
116.401755,39.871749,41
117.033864,40.166429,4
116.284767,39.957223,4
115.885527,39.620467,41
116.560927,40.100616,3400
116.185567,39.764634,4
116.108366,39.894839,41
116.346364,39.850411,4
116.598554,39.955281,2357
116.24844,39.973057,5
116.582022,39.741919,41
116.319188,39.896612,4
116.380233,39.987979,3
116.729262,39.638164,3
116.40811,40.163066,3
116.274893,39.897781,3
116.393416,40.0226,41
116.525137,40.1175,41
116.390437,39.881728,5
116.364354,39.946047,2357
116.550808,40.10924,2357
116.186194,40.30549,1952
115.957343,40.364615,3
116.374343,39.904879,50052
116.473235,39.984633,41
116.32309,40.019379,41
116.641433,40.12928,2338
116.149611,39.706024,2357
116.710608,40.169975,4
116.489279,39.744982,41
116.729506,40.040618,41
116.548735,39.873706,41
116.368302,39.869838,2354
116.556514,39.756044,2431
116.264548,39.871015,41
116.378967,39.863223,4
116.204726,39.841487,3
116.501181,39.822218,41
116.290183,39.821078,3
116.838612,40.372569,2354
116.485832,39.905675,3433
116.241349,39.832755,4
116.406663,39.962147,2354
116.424528,39.977983,2357
116.293777,39.814509,50052
116.479737,39.868111,5
116.325973,39.897089,1952
116.547606,39.84899,41
116.729216,39.78646,41
116.40072,39.649295,2357
116.541414,40.024348,41
116.547766,39.891162,3
116.611327,40.145323,4
116.402175,39.923464,41
116.271368,39.791512,3433
116.595336,40.265086,41
116.343695,39.786418,41
116.690972,39.888565,4
116.448559,39.936076,3
116.313353,39.696002,3
116.460792,39.887983,41
116.360623,40.001196,3433
116.464675,39.907771,3
116.481254,40.042956,41
116.311704,39.749918,4
116.414153,39.933451,41
116.307748,40.080371,4
116.848226,40.388743,4
116.467172,39.745434,3433
116.195097,39.90739,41
116.356406,39.911051,41
116.220633,39.955295,41
116.4273,39.893455,4
116.455112,39.980717,5
116.394272,39.859457,4
116.663614,40.366331,4
116.47866,40.087675,5
116.443251,40.019927,41
116.480023,39.908036,4
116.290747,40.149772,3
116.882468,39.74932,41
116.490486,39.904796,3
116.637587,40.72191,2357
116.599404,39.910479,4
116.338229,39.877677,4
116.664002,39.887649,3433
116.220733,39.978438,41
116.592519,40.078199,5
116.340232,39.907592,41
116.046402,39.640065,4
116.667726,39.863525,2357
116.408446,40.019877,41
116.230117,40.170142,41
116.656805,39.922269,41
116.533767,40.021559,2354
116.33062,40.028709,4
116.591675,40.054146,5
116.562774,39.76158,2431
116.296379,39.929736,4
116.518606,39.778007,3433
116.317219,40.017145,5
116.156701,39.932621,5
116.332398,40.171821,1952
117.094344,40.131323,3
116.105322,39.767597,5
116.616743,40.05194,41
116.437398,40.068562,4
116.54225,40.115507,3
116.589766,40.1439,3
116.307227,39.785155,41
116.436423,39.904509,3
116.157073,39.774939,3400
116.420119,39.916308,3
116.353484,39.960513,41
116.337192,39.918297,4
116.350877,39.872511,4
116.452119,39.764162,4
116.447685,39.888859,4
116.113974,39.929709,41
116.523971,40.117762,41
116.401053,39.994594,41
116.814624,40.353503,1952
116.32774,40.020705,5
116.521917,39.997127,4
116.101619,39.760844,1952
116.310421,39.899797,4
116.56211,40.031401,4
116.414552,39.908083,4
116.083818,40.304026,2431
116.341394,39.897554,5
116.782957,39.941664,41
116.185485,40.165523,41
116.669512,40.218508,4
116.153014,39.749766,41
116.296364,39.886659,5
116.443053,39.908633,3
116.828429,39.855441,41
116.42421,39.969344,41
117.102263,40.140059,41
116.378708,39.950837,4
116.228057,40.16999,41
116.187247,39.764361,41
116.320693,39.907415,4
116.168028,39.924223,2417
116.648765,39.620966,4
116.141936,40.13746,2357
115.939352,40.414788,4
116.517093,39.872218,2392
116.306639,39.971143,5
116.808783,40.046546,41
116.540718,39.955924,4
116.373587,39.771753,3433
116.565749,40.033148,41
116.422151,39.846574,2354
116.498236,40.002387,3
116.428221,39.799067,41
116.351345,39.939874,3
116.684608,39.938006,41
116.296279,39.905665,41
116.354392,39.831171,3
116.521497,40.142738,4
116.371711,39.909019,41
116.322493,39.851829,3
117.139291,40.587167,2431
116.626853,40.274157,41
116.588322,40.080034,5
116.309798,39.94298,3
116.359473,39.619643,41
116.319174,39.938614,4
116.479506,39.891574,41
116.372447,39.861076,41
116.263678,39.924155,41
116.549583,39.85567,41
116.310332,39.911933,3
116.356634,39.915573,4
116.222792,39.698142,41
116.541324,40.024366,4
116.549345,39.781985,2518
116.49805,39.937356,4
116.303862,40.087282,41
116.440963,39.908042,78
117.129355,40.16614,41
116.456666,39.908523,4
116.308074,39.961165,41
116.337508,40.053285,41
116.447335,39.963328,78
116.815173,40.83098,3433
116.310225,39.943583,3
116.218993,39.859206,41
115.890158,40.359038,3
116.47267,39.991042,3
116.741171,39.825556,41
116.212531,39.925787,3
116.540798,39.942875,5
116.449885,40.15246,5
116.39407,39.854564,5
116.214011,39.923907,41
116.617362,40.116984,41
116.55841,40.086585,41
116.556106,39.961512,2354
116.320073,39.970502,5
116.656427,39.924505,3433
116.211081,39.761092,41
116.342476,40.009289,2357
116.411292,39.888251,41
116.614508,40.730205,41
116.349608,39.932056,5
116.057922,40.279105,41
116.615806,40.984431,41
116.441786,40.031974,4
116.462881,39.871368,41
116.136713,39.733072,1952
116.912933,39.774995,5
116.413753,39.865377,2424
116.342543,39.937575,41
116.321532,39.906474,41
117.022388,40.113221,4
116.481451,40.083541,3
116.310469,39.931475,41
116.377029,39.860979,41
116.342597,39.923102,3
116.421339,39.869497,5
116.519553,39.89276,4
116.363395,39.902221,41
116.371542,39.952292,41
116.488516,40.010707,41
116.323989,39.896921,4
116.527709,40.146052,41
116.52407,39.892943,41
116.473483,39.968686,4
116.298989,39.86628,3433
116.374716,40.022784,3
116.329321,39.69197,3
116.460421,39.678981,5
116.106703,39.68439,41
116.41003,40.02878,5
116.312987,39.833228,41
116.396364,39.942222,4
117.099807,40.585293,4
116.546912,39.896628,3
116.355864,39.831089,5
116.343406,39.692038,41
116.216598,39.910836,5
116.500039,39.685537,5
116.321113,40.065238,3
116.466468,39.983794,3
116.412223,40.103324,3
116.338241,39.897638,4
116.291241,39.84108,3
116.275929,39.958445,4
116.450381,39.940672,41
116.454153,40.016788,41
116.842828,40.379432,2357
116.443881,39.950718,4
116.301245,39.97843,41
116.32212,39.493125,3
116.524032,40.096347,3276
116.501891,39.871059,41
116.439703,39.933543,41
116.489943,39.904486,41
116.36106,39.899306,3
116.959721,40.193974,2357
116.734152,39.634833,3
116.312941,39.817217,3
116.334794,39.986342,2518
116.433677,39.854079,41
116.469539,39.913984,4
116.344736,39.816266,5
116.47231,39.927281,5
116.389792,39.88344,3
116.563696,39.940464,2431
116.356306,39.901845,2357
116.70555,39.733874,41
116.353987,39.981101,2357
116.507086,39.923106,3
116.404748,40.103843,4
116.998168,40.397247,41
116.70782,39.920555,4
116.33041,39.804072,1952
116.492125,39.971911,3
116.790805,40.33844,2354
116.296048,39.91921,5
116.453407,39.981711,41
116.489765,39.980533,78
116.417739,39.973714,4
116.32582,39.566146,2338
116.428741,39.865744,3
116.43043,39.919283,4
116.492921,39.828511,2431
116.461066,39.887797,50052
116.322623,39.958056,41
116.320632,39.86782,2338
116.203181,39.930113,4
116.333366,39.746356,2338
116.210898,39.907348,3
116.423293,39.840468,5
116.251334,39.863364,41
116.986466,40.342523,4
116.458697,39.962677,41
116.346061,39.840914,3
116.461627,39.951094,4
116.44268,39.889384,3
116.419959,39.908233,3
116.532005,39.781227,4
116.384322,39.848233,5
116.591381,40.197451,4
116.415359,39.873336,3
116.47281,39.933907,4
116.400572,40.003275,41
116.639594,39.828933,41
116.592177,40.079939,4
116.434287,39.931273,3
116.378576,39.859802,4
116.462035,39.904555,41
116.764403,40.009871,41
116.376354,40.031232,41
116.597647,39.908816,41
116.458655,39.725574,41
116.374632,39.871978,4
117.015533,40.078438,4
116.288914,39.932205,5
116.746864,39.947329,41
116.489566,39.894039,4
116.316238,40.03755,41
116.482517,40.046766,3
116.249959,39.967548,4
116.282729,39.827645,4
116.423852,39.774546,2357
116.511541,39.646869,5
116.291993,40.076517,5
116.415673,39.90811,2431
116.430132,39.94965,5
116.145434,39.750943,4
116.340438,39.91405,41
116.310027,39.919878,5
116.522522,39.727774,2431
116.465491,39.83437,4
116.438033,39.945776,3
116.357156,39.923664,4
116.306549,39.957496,2338
116.661237,40.09599,2417
116.351981,39.868062,2354
116.04495,39.814304,4
116.477652,39.904082,50052
116.557205,39.725866,2431
116.531498,40.039102,4
116.094634,39.749542,41
116.338782,39.848875,41
116.401961,39.8571,3
116.462745,39.957012,4
116.555891,39.921028,4
116.1398,39.864887,41
116.421683,39.871478,4
116.044379,40.2778,41
116.413321,40.022269,41
116.561995,40.107631,41
116.420951,39.900443,3
116.282828,39.946506,3
116.435561,39.910038,4
116.265914,39.799098,41
116.468642,39.948389,50052
116.710768,39.88876,2431
116.490755,39.783624,41
116.325636,39.678386,41
116.464187,39.908404,41
116.474715,39.975863,3
116.833141,39.805528,5
116.41115,39.965236,4
116.333258,39.835731,41
116.081474,39.715759,4
116.460883,39.867995,3
116.541159,39.941493,41
116.965534,40.407012,2357
116.489799,39.925864,3
116.4915,39.991515,41
116.561408,40.146148,41
116.30816,40.044387,5
116.144141,39.929505,5
116.283876,39.848747,5
116.220997,39.981725,2518
116.37976,39.946814,41
116.435335,39.941319,4
116.447798,39.963565,41
116.344505,39.719756,41
116.465849,39.973651,3
116.401908,39.907535,2431
116.332688,39.734095,4
116.361082,39.987033,4
116.827906,40.127618,5
116.512355,39.822512,2431
116.461623,39.899302,3
116.322402,40.030162,41
116.416863,40.002846,4
116.51026,39.79272,41
116.358794,39.830852,2431
116.588943,39.93883,3
116.433318,40.038715,50052
116.408164,40.01811,41
116.488684,39.798224,41
116.290941,39.849501,2357
116.416587,40.053145,41
116.432349,39.857405,3
116.381423,39.973114,2338
116.505664,39.799695,4
116.642805,40.036747,3433
116.395362,40.159492,41
116.364118,39.967721,5
116.675834,39.87876,3
116.347527,39.967649,5
116.356506,39.909186,3
116.441295,39.917194,2354
116.680781,39.838888,41
116.616931,40.052168,4
116.364562,39.967731,2338
115.893256,40.358535,41
116.5226,39.757346,5
116.506179,39.992656,41
116.285468,40.013836,2357
116.616776,40.041996,5
116.63513,39.894171,2518
116.157615,40.130961,41
116.584907,39.919616,2338
116.244106,40.073595,4
116.365142,40.074912,41
116.236411,40.185671,41
116.517196,39.925215,41
116.331814,40.035993,41
116.453355,39.992893,4
116.288519,40.080298,41
116.474158,40.028627,4
116.699413,40.087521,2357
116.260947,39.890235,3
116.25077,40.207968,41
116.862314,40.388673,2357
116.333312,39.936068,41
116.489771,39.886836,2357
116.177787,39.768721,41
116.546782,39.896941,41
116.41483,39.975255,4
116.387084,39.988101,3
116.503264,39.882953,2424
116.161454,39.755938,4
116.719054,39.953162,3
116.274168,39.943251,3
116.472287,39.97375,4
116.406445,39.919204,2431
116.551135,40.130529,5
116.645118,39.884361,4
116.438474,39.890743,4
116.38095,39.977897,41
116.333373,39.848891,41
116.593342,40.124502,5
116.167386,40.063126,5
116.355711,39.739916,41
116.474768,39.975924,41
116.349135,39.87918,41
116.387114,39.832248,41
116.480494,40.014861,3
116.344855,39.919444,41
116.569037,39.956616,4
116.352531,40.040661,4
116.366292,39.907006,5
116.461032,39.934114,3
116.412062,40.02235,41
116.688442,39.867129,4
116.060642,39.733796,5
116.481649,40.08177,3
116.558242,39.869265,41
116.503623,39.820525,41
116.33158,39.897208,3
116.289244,40.033964,41
116.457633,39.920218,41
116.502656,39.801979,3
117.15023,40.562125,3433
116.478697,39.871242,41
116.567229,40.002925,50052
116.203918,40.564166,3400
116.433315,39.996554,4
116.468818,39.824957,2431
116.483733,39.846263,3
116.478063,39.933593,4
116.527643,40.034801,5
116.54021,39.800237,4
116.387694,39.87121,41
116.70124,39.86394,3
116.804943,39.863166,2357
116.232513,39.883841,41
116.304275,39.944892,2431
116.692107,39.885176,41
116.408946,39.873026,3246
116.393256,39.907363,3
116.361533,40.038645,3
116.434438,39.805694,5
116.36522,39.815277,2431
116.265646,39.801547,41
116.45356,39.903821,2357
116.394304,39.973616,3031
116.806166,40.042468,3
116.572921,40.002265,41
116.274676,39.941193,4
116.366622,39.967608,3
116.343917,39.967723,41
116.455696,39.941329,2338
116.330001,40.07144,41
116.459997,40.008372,41
116.539023,39.942263,3
116.356124,39.92816,41
116.547865,39.739447,3
116.418005,39.967154,41
116.301351,40.06791,3433
116.10948,39.658318,2357
116.156427,39.785767,2431
116.41503,39.667922,41
116.524444,39.899249,41
116.48178,39.982291,41
116.456565,39.884497,3
116.371841,39.948821,41
116.245711,40.070929,41
116.486955,39.804756,5
116.657745,39.976115,41
116.407027,39.860359,41
116.380564,39.9814,4
116.371657,40.034636,2580
116.763961,40.139231,41
116.308684,39.906618,3
116.547574,39.88991,3433
116.500487,40.152281,41
116.306189,39.830672,50052
116.431502,39.811719,2357
116.432021,39.921496,3
116.612925,40.036156,4
116.772971,39.734271,2431
116.490295,39.915526,5
116.461532,39.934573,41
116.413871,39.912178,41
115.992539,39.630239,4
116.753348,40.030215,41
116.587769,40.076251,4
116.434447,39.924029,3
116.363127,39.911193,4
116.425452,39.947974,41
116.661498,39.956817,41
116.348602,39.99325,3
116.142065,39.731501,41
116.675214,40.183373,4
116.581115,40.044684,3
116.391234,39.883434,2357
116.501815,39.784812,3
116.473143,39.904902,3
116.730211,39.791186,2431
116.092857,39.935774,5
116.434027,39.908629,3
116.481932,39.984725,41
116.426775,39.925267,4
116.241081,40.175804,2338
117.250505,40.659114,2431
116.446896,39.962713,4
116.40937,39.951892,2338
116.310301,39.913131,41
116.319908,39.710444,2431
116.423514,40.103621,41
116.419715,39.801555,4
116.361289,39.907302,41
117.103434,40.145533,5
116.834644,40.375299,50052
116.47737,39.863989,3
116.388083,39.831576,3400
116.755286,40.056082,41
116.251181,39.669336,3433
116.109625,39.717456,41
116.653067,40.082377,41
116.476072,39.841548,2357
116.489699,39.94501,3
116.400334,40.008774,2431
116.667016,40.323978,2561
116.330283,39.890147,3
116.568308,40.032351,4
116.323416,39.645838,3
116.1799,39.783324,3
116.690108,39.914722,41
116.476685,39.834932,4
116.252082,40.117434,41
116.69221,39.641792,2357
116.457465,39.996125,4
116.386717,39.948756,41
116.400245,39.968833,3
116.748785,39.996629,2431
116.325896,39.933642,41
116.54283,39.936961,41
116.446325,39.963359,41
116.299986,39.986316,41
116.540182,39.892782,41
116.321181,39.870067,3
116.400377,39.854122,3
115.944446,39.73793,4
116.801467,39.772887,41
116.425719,39.940825,3
116.407592,39.976116,4
116.651885,39.77223,2431
116.347442,39.786609,3
116.47103,39.999373,41
117.038245,40.116735,4
116.525346,39.924944,4
116.533237,39.830728,4
116.482177,40.06782,5
116.432689,39.858631,41
116.418152,39.892953,2424
116.532539,40.039714,41
116.352751,39.9032,41
116.536933,40.089286,3
116.43101,39.983075,3433
116.432729,39.893758,2357
116.325567,39.936896,4
116.309035,39.962936,41
116.232855,40.070277,41
116.474632,40.027624,41
116.461814,39.937876,41
116.261954,40.219352,3399
116.617667,40.050544,3
116.88893,40.058455,3
116.46495,39.723479,41
116.942374,40.063605,41
116.374165,39.905939,4
116.448086,39.904009,4
116.611889,40.034564,41
116.327201,39.849696,3
116.454837,39.834126,78
116.239829,40.219805,41
116.593958,39.894466,78
116.404577,39.871776,41
116.347821,39.732126,78
116.315017,39.999522,41
116.558958,39.810551,41
116.210425,40.17332,41
116.461921,39.912666,41
116.425887,39.936042,3
116.413366,39.935054,4
116.142205,39.745365,2357
116.346091,39.702891,3
116.697317,39.863628,41
116.434765,39.91869,2354
115.894805,40.35744,41
116.443869,39.93669,41
116.512918,39.800994,3433
116.409808,39.870483,5
116.517934,39.906297,41
116.438978,39.884421,41
116.384785,39.67125,2357
116.425736,39.847604,4
117.112197,40.191477,41
116.350035,39.887565,41
116.429683,39.813285,2357
116.42443,39.895045,50052
116.441656,40.033991,41
116.553656,39.868804,3
116.1262,39.799987,5
116.709503,40.076225,4
116.318115,39.784606,2431
116.018492,39.595183,41
116.724257,40.278091,41
116.531558,40.038992,4
116.318802,40.088255,41
116.345756,39.841972,2354
116.46381,39.858228,3433
116.462473,39.858049,2357
116.368857,39.968032,3
116.034878,40.335874,2357
116.320987,39.884632,5
116.295947,39.946322,3433
116.29809,40.024586,2357
116.561278,40.017989,3
116.46965,39.971114,5
116.780781,40.223719,41
116.360638,40.014897,2357
116.226256,40.207587,3
116.343416,39.916869,4
116.487083,39.989661,3
116.229873,40.076267,2518
116.477332,39.866008,41
116.527976,39.881834,41
116.677642,39.909404,3
116.379869,39.950438,4
116.375546,39.949726,5
116.339778,40.000139,5
116.434605,39.926319,4
116.359966,39.932377,5
116.391327,39.915487,4
116.64427,40.128645,41
116.400703,39.873146,41
116.333925,40.084289,4
116.814151,40.319755,4
116.43584,39.908497,4
116.221133,39.901219,2357
116.301384,39.817696,5
116.503165,39.896746,41
116.827194,39.634303,3
116.475349,39.830465,4
116.555572,39.921199,4
116.039786,39.574305,3
116.360976,40.164847,41
117.049097,40.271217,5
116.335837,39.992877,50052
116.33016,39.851319,5
116.43585,39.908485,41
116.295099,39.945107,5
116.040265,39.897611,5
116.047919,39.584941,41
116.455619,39.98199,41
116.488143,40.172759,41
116.329459,39.689624,3
116.418249,39.800952,2518
116.366698,39.823077,41
116.380033,39.976749,4
116.323825,39.952523,4
116.302371,40.015634,2357
116.69583,40.199179,3
116.320967,39.853153,4
116.517654,39.940555,3
116.432969,39.787283,4
116.293208,39.958163,4
116.461592,39.926463,50052
116.378857,39.862963,4
116.526358,40.030131,41
116.322616,39.851961,3
116.410155,40.02999,41
116.13874,40.066127,41
116.333572,39.932799,3
116.301826,40.044499,5
116.363272,39.854694,41
116.373282,39.914702,41
116.489531,39.928091,4
116.440551,39.899123,50052
116.289895,39.818823,41
116.336944,40.07969,2357
116.630393,40.338333,2338
116.700797,39.868353,41
116.461248,39.870921,4
116.348403,39.830685,2354
116.193667,39.913726,5
116.886632,40.365013,2357
116.335864,39.71537,2357
116.433818,39.932374,5
116.740272,39.959453,41
116.429435,39.949706,4
116.665884,40.295256,2357
116.487064,39.957889,4
116.316687,39.830836,41
116.702412,39.883251,5
116.473385,39.974769,3
116.323386,39.956896,3
116.440719,39.899161,41
116.189506,39.922517,4
116.438125,39.899713,3198
116.692653,39.986505,3433
116.564177,40.008772,41
116.54299,39.92858,50052
116.218215,39.697894,41
116.376372,39.870379,3
116.297697,39.863631,2357
116.379943,39.947955,3
116.351987,40.016406,78
116.429427,39.989215,41
116.541962,39.939135,2431
116.611067,40.033408,41
116.302481,39.94527,3
116.284507,39.954776,41
116.237388,39.853725,41
116.347227,39.857483,4
116.48648,39.959101,41
116.516984,39.906238,4
116.615079,40.055078,4
116.454887,39.695079,3
116.47879,39.965041,41
116.211638,39.940452,41
116.385014,39.937413,4
116.252556,39.877794,4
116.462124,39.939473,4
116.489696,39.896189,4
116.302946,39.975088,4
116.189785,39.92295,5
116.35362,39.982017,5
116.554671,40.028567,41
116.393833,39.94674,4
116.310615,39.941097,3
116.304368,39.923919,2354
116.419188,40.103842,2357
116.820838,40.153563,4
116.461791,39.908552,4
116.446066,39.950211,3433
116.096381,40.000685,3400
116.431402,39.97061,41
116.275651,39.969869,41
116.73549,39.859216,3433
116.475033,39.856875,3433
116.310371,39.907622,41
117.008193,40.052523,3
116.491949,39.965118,41
116.823172,40.042468,41
116.347136,39.8977,41
116.358116,39.94445,2338
116.419806,39.949375,41
116.627944,39.981186,2431
116.858733,40.396571,3
116.476606,39.987136,3
116.312903,39.836162,3
116.476349,39.933797,4
116.323592,40.061419,41
116.439687,39.906167,78
116.528906,39.742604,41
116.447387,40.018878,3400
116.274188,39.94088,5
116.625348,39.789382,3246
116.413955,39.915564,41
116.489661,39.94335,3
116.493216,39.907828,41
116.351027,39.909495,41
116.404391,40.103783,2357
116.863848,40.373221,4
116.407904,39.965388,3
116.477881,39.910533,3
116.423804,39.799098,41
116.408057,39.953078,3
116.070945,39.638773,2431
116.471128,39.89312,78
117.056629,40.087216,4
116.484641,39.905501,41
116.380598,39.967982,78
116.095595,39.775767,3
116.391232,39.871423,3
116.623313,40.126143,41
116.621764,39.854953,3
116.458785,39.832968,41
116.808906,40.367017,4
117.05467,40.151478,4
116.414214,39.914504,3
116.590171,39.626148,5
116.296203,39.92559,41
116.496981,39.971836,2357
116.583434,39.756487,3
116.467734,39.958567,50052
116.317814,39.725936,4
116.672827,40.366901,41
116.738898,39.704447,41
116.286944,39.946714,41
116.450316,39.923629,41
116.2266,40.169051,41
116.705506,40.335349,4
116.4025,40.161388,41
116.414104,40.081062,3433
116.407989,39.76657,41
116.400977,39.96876,5
116.372191,39.913851,3
116.532457,40.040395,5
116.438552,39.899623,41
116.551339,40.13054,5
116.477599,39.895476,41
116.31018,39.927294,41
117.043211,40.217479,41
116.366515,39.962893,41
116.206344,40.125091,3
116.47467,40.016952,41
116.639609,40.045577,3
116.267755,39.913233,2533
117.15807,40.192506,4
