lng,lat,type
117.166252,40.171319,4
116.668588,40.045609,4
116.155364,40.126163,41
116.465371,39.908614,4
116.463988,39.958087,41
116.533919,39.892872,2392
116.281744,39.907378,3
116.361771,39.95445,5
116.343055,39.776114,3
116.65948,39.648603,2357
116.275034,39.764557,3
116.425205,39.837564,4
116.206975,39.942973,5
116.21447,39.947799,78
116.556449,39.909067,3
116.485007,39.986369,3
116.409053,39.927717,3
116.359348,39.846527,3
116.499793,39.908171,41
116.408663,39.988234,2424
116.283359,39.851783,3
116.504478,39.820799,41
116.323577,39.851321,41
116.907239,40.565038,4
116.238575,39.857915,5
116.486426,39.81288,41
116.451864,39.957274,4
116.764814,40.292112,4
116.293646,39.897136,41
116.349973,40.087964,3
116.695884,40.1925,3
116.424218,39.851804,5
116.321952,40.032141,2357
116.481585,40.084003,2357
116.515218,39.75472,2431
116.462264,39.908355,41
116.451957,39.923141,41
116.384109,40.006716,41
116.566183,40.032901,41
116.356429,39.920431,3
116.670824,40.203808,4
116.719375,39.863459,3
116.421943,39.854941,41
116.325996,39.726439,41
116.143378,39.72472,5
116.49053,39.555472,3
116.792181,40.097961,2431
116.937407,40.396746,41
116.453712,39.557431,2357
116.234465,40.216556,4
116.542453,39.933419,2357
116.637622,40.150144,2431
116.500358,40.058425,3
116.440251,39.898258,5
116.313804,39.83034,3
116.283996,40.019305,41
116.296971,39.938017,4
116.491873,39.784278,3
116.476966,39.966108,41
116.322752,40.029662,3
116.409494,40.022498,5
116.542732,40.105891,3
116.665333,40.160182,4
116.300521,39.627246,2431
116.346458,40.040121,41
116.125043,40.100568,41
116.382552,39.948832,41
116.461267,39.873107,3
116.804228,40.330233,3433
116.570326,39.923671,2357
116.348848,39.763049,4
116.445754,39.894099,41
116.603831,39.879147,4
116.43444,39.92374,3
116.013725,39.704326,3
116.409575,40.026435,3
116.397902,39.875075,3
116.20613,40.222873,3
116.400707,39.541107,5
116.704573,39.961127,3
116.304862,39.89698,41
116.686516,39.986376,3433
116.519579,39.910509,5
116.085402,40.279605,41
116.589926,40.054579,5
116.542612,39.931163,3
116.406132,39.977166,4
116.527327,39.906039,3
116.426603,39.99169,4
116.404021,39.762713,3
116.453178,39.958479,41
116.400002,39.907752,4
116.231979,39.889636,3
116.476966,39.841128,3
116.546126,39.900225,41
116.068901,39.653013,4
116.472778,39.988839,2431
116.190223,39.764319,41
116.119685,39.739362,2431
116.200492,39.904956,41
116.407038,39.946803,5
116.416006,39.910479,3
116.356254,39.920748,41
116.472831,39.858993,4
116.544913,39.90475,41
116.480559,39.840347,41
116.363135,39.908503,3
116.138026,40.139186,2392
116.728675,39.943213,41
116.308967,39.962369,41
116.41769,40.000078,41
116.693058,39.850837,2431
116.710429,39.886388,2431
116.340041,40.063651,41
116.380128,39.987603,5
116.58142,39.978506,3
116.454047,39.933776,41
115.966148,40.449919,41
116.36181,39.868763,5
116.373489,39.907277,5
116.263007,39.924071,3
116.360915,39.697508,2357
116.242027,39.949697,2354
116.454921,39.933667,41
116.559844,40.020145,4
116.348914,39.889548,4
116.326087,39.985876,3
116.479812,39.911025,3
116.661254,40.08234,3433
116.446287,39.992667,41
116.369182,39.856228,2354
116.620537,39.906714,4
116.489302,39.954012,41
116.189216,39.668741,3433
116.383902,39.903625,3
116.317587,39.992223,4
116.267898,39.865603,3
116.600951,39.905337,41
116.677306,40.063125,41
116.321501,39.891207,41
116.435104,39.912921,3
115.943313,39.658095,5
116.458708,39.972931,4
116.449777,39.939807,4
116.56686,39.751657,3433
116.379188,39.953887,3433
116.483466,39.933718,3
116.748447,40.136708,4
117.111065,40.152553,4
116.321032,39.897966,4
116.313605,39.985141,3
116.470129,40.012657,4
116.236533,40.185175,3
116.461661,39.944656,3
116.604964,39.812186,3
116.376391,39.847639,4
116.40132,39.994994,41
116.220295,40.21628,41
116.352337,40.006869,4
116.460164,39.871453,41
116.374316,39.885101,78
116.958278,40.290428,4
116.447792,39.923023,1952
116.384589,39.863379,50052
116.394889,39.963062,3
116.436835,40.034121,4
116.393623,39.948798,3
116.322416,39.946094,3246
116.591207,39.915942,4
116.45185,40.003535,3
116.409453,39.968929,41
116.419684,39.768523,3
116.46025,39.964079,41
116.417151,40.005641,41
116.482344,40.047804,41
116.488722,39.870307,41
116.447883,39.936476,41
116.66101,40.664203,41
116.275317,39.927172,5
116.461901,39.913511,41
116.393699,39.950973,3
116.491876,39.960705,4
116.275569,40.117753,4
116.26821,40.129588,3
116.266325,40.173823,3
116.548758,39.880115,3
116.548858,39.858374,41
116.434424,39.922976,41
116.489867,39.904665,3
116.711354,39.893272,41
116.428585,39.900785,78
116.367827,39.527575,4
116.507559,39.795378,3
116.451414,39.80266,41
116.135611,40.077166,41
116.099738,39.774967,4
116.473338,40.004118,2357
116.265766,39.800962,2357
116.441415,39.945661,4
116.642499,40.301891,2357
116.287834,40.08124,2580
116.411201,39.968623,3
116.485745,40.007455,4
116.386351,39.907222,3
116.416152,40.011329,41
116.154273,40.101386,41
116.446601,39.847033,41
116.125008,40.561078,4
116.327262,39.590289,41
116.41223,39.958936,41
116.315408,40.038314,2357
116.355064,39.863728,4
116.521643,40.147318,41
116.223294,39.905454,4
116.41369,39.892742,4
116.283329,39.902031,5
116.322447,40.030059,41
116.109991,40.267473,3
116.523428,39.916633,41
116.430686,39.864935,3
116.562058,39.764866,2357
116.543743,39.913015,4
116.431563,39.803916,2431
116.641341,40.249225,41
116.476829,39.867823,4
116.396719,40.001986,41
117.24126,40.203353,4
116.360984,40.013866,3
116.310068,39.939634,2357
116.275658,39.955032,2620
116.293593,40.014186,3
116.440078,39.952464,3
116.482596,39.984325,3
116.083587,39.670149,41
116.358092,40.01702,41
116.313208,40.085422,41
116.352779,39.940237,4
116.382768,39.96875,5
116.47618,39.841659,3
116.455939,39.871733,50052
116.224562,40.198855,41
116.442714,39.900537,2354
116.658118,39.935366,41
116.474545,39.839912,1952
116.186072,39.784503,41
116.564177,39.898551,3
116.411753,39.908153,4
116.21495,39.864318,41
117.170188,40.437743,41
116.654418,39.888843,41
116.223582,39.898393,4
116.357828,40.080712,4
116.45191,40.160273,41
116.463513,39.725674,4
116.333381,39.934596,41
116.489631,39.941351,3
116.46967,39.836644,3
116.340668,39.737578,41
116.224186,39.775404,4
116.332365,39.749497,2431
116.122955,39.85955,3433
116.120657,39.88811,41
116.6867,39.97343,4
116.540488,40.073215,41
116.289115,39.831794,3
116.414679,39.872504,3
116.044572,39.852884,2431
116.374258,39.880374,3
116.427463,39.893561,2357
116.514236,40.011702,41
116.461236,39.893976,5
116.743011,39.70058,41
116.299439,39.963792,4
116.238501,40.306812,3
116.213896,39.76221,41
116.487098,39.989565,41
116.30638,39.88288,41
116.300544,39.981773,41
116.320746,39.976112,41
116.283423,39.921126,41
116.685454,39.842417,3
116.324919,39.631167,3
116.408964,39.94942,41
116.858428,40.386874,4
116.252831,39.893295,5
116.344977,39.813701,3
116.503843,39.98111,4
116.680945,39.718521,41
116.353067,39.99617,4
116.313971,39.985186,41
116.489943,39.940757,41
116.856882,39.675881,4
116.424483,39.993713,3
116.426383,39.923781,41
116.490409,40.094626,41
116.345938,39.958663,3
116.705746,39.927456,41
116.364989,39.842464,3
116.488799,39.964549,41
116.212294,39.927805,3
116.426315,39.925311,41
116.480228,39.990182,2357
116.116165,39.956582,5
116.369879,39.932578,3
116.481284,40.089389,3
116.202783,39.936294,4
116.4896,39.875655,3
116.345809,39.715472,41
116.40393,39.900691,41
116.655737,39.921111,3
116.441542,39.98796,3
116.550955,40.130487,5
116.359275,39.862373,3
116.400687,39.988349,41
116.2875,39.874882,4
116.323626,39.505913,2431
116.430038,39.85854,5
116.536889,39.947655,3433
116.178268,40.045275,41
116.277546,39.876406,2431
116.370468,39.962925,5
116.640807,40.042319,3433
116.541106,39.91244,41
116.668319,39.825996,41
116.274513,39.887355,2354
116.735274,39.900275,41
116.361067,39.907131,3
116.47789,39.905142,4
116.633561,40.265478,4
116.415526,39.995208,3198
116.528625,39.853697,41
117.159568,40.503375,41
116.512763,39.789649,3
116.447921,39.972586,41
116.648971,39.811343,41
116.439174,39.967969,5
116.406775,39.977004,2357
116.514658,39.948107,4
116.271896,40.033185,1952
116.647544,39.810228,2518
116.364218,39.889382,5
116.33522,40.011661,3
116.512543,40.007275,4
116.309676,39.944384,3
116.489844,39.879096,3
116.359831,39.912608,41
116.15256,39.658454,41
116.418387,39.90317,41
116.61006,40.046298,41
116.496494,40.203339,3030
116.252494,39.769473,41
116.387396,39.993537,41
116.564251,40.123326,2354
116.37934,39.959826,78
116.394705,40.022687,2357
116.211855,39.825481,5
116.315284,40.072719,3
116.434444,39.927491,78
116.438637,40.076501,41
116.470918,40.020565,4
116.336028,40.037127,3
116.291358,40.040286,3
116.098759,39.935744,5
116.65055,39.875979,3
116.369001,39.86214,4
116.541341,40.320665,4
116.210981,39.912452,3
116.813029,40.368895,5
116.105573,40.211198,4
116.379748,39.859764,4
116.559443,40.334658,4
116.38719,39.989784,41
116.379126,39.956526,41
116.155455,40.133254,41
116.46095,39.954116,4
116.291869,39.495643,3
116.443877,39.935164,5
116.349889,39.90717,4
116.646842,40.347701,3
116.467597,40.015235,41
116.363975,39.808239,4
116.547133,39.948477,41
116.32975,40.054634,2338
116.413139,39.857184,41
116.562306,40.334352,1952
116.251625,39.921768,2338
116.30915,39.956149,41
116.482329,39.965312,3
116.397936,39.791929,5
116.366614,39.909487,78
116.366249,39.869466,5
116.561622,39.868171,41
117.186719,40.150844,2357
116.482833,40.156684,3
116.142012,39.736663,41
116.250483,40.160831,4
116.341163,39.897658,50052
116.593505,39.829296,1952
116.520171,39.808971,41
116.553236,40.02827,41
116.378272,39.989452,41
116.345509,39.801044,5
116.542937,39.926154,3
116.437755,40.048461,4
116.493088,40.008013,4
116.460331,39.954277,4
116.719032,40.41323,41
116.16215,39.753138,5
116.29287,39.830656,5
116.506821,39.893358,4
116.440711,39.948497,50052
116.354552,39.907275,41
116.490263,39.90726,3
116.401,39.886912,3
116.432082,39.92298,3
116.425406,39.933642,5
116.456136,40.09141,2431
116.173656,39.723398,5
116.339226,40.000572,2395
116.449675,39.832351,3
116.571601,39.752745,2431
116.662903,40.132365,4
116.461615,39.91397,41
116.473662,39.933662,41
116.539214,40.081209,3400
116.433045,39.942725,2357
